student_id,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10
STU02298,4,4,2,5,5,2,1,2,1,5
STU02299,4,5,2,4,4,3,2,2,1,5
STU02300,1,2,1,2,2,4,2,2,2,2
STU02301,1,2,1,3,3,2,1,2,2,3
STU02302,1,2,3,2,3,2,2,2,2,4
STU02303,5,5,1,2,2,4,2,2,2,4
STU02304,5,5,1,2,2,2,2,2,2,5
STU02305,4,3,2,3,5,2,1,2,2,5
STU02306,4,3,2,1,4,4,2,2,4,5
STU02307,5,4,2,5,5,2,1,2,2,5
STU02308,5,5,2,2,4,2,2,2,2,5
STU02309,4,3,2,3,4,2,1,2,2,4
STU02310,5,4,2,2,4,4,2,1,3,5
STU02311,1,2,2,4,2,3,2,4,2,4
STU02312,2,1,2,3,2,1,2,3,4,4
STU02313,2,2,3,3,5,2,2,3,4,5
STU02314,1,4,1,2,2,2,2,2,2,4
STU02315,1,2,2,2,2,2,1,4,2,5
STU02316,1,2,1,4,4,1,2,2,3,4
STU02317,2,2,1,2,5,2,1,1,2,5
STU02318,4,3,1,2,1,2,2,2,1,3
STU02319,3,4,3,2,3,2,2,3,2,4
STU02320,3,1,1,2,3,4,2,1,2,4
STU02321,2,1,2,2,3,4,2,2,2,5
STU02322,1,2,2,2,4,2,1,2,2,4
STU02323,4,3,4,4,4,2,2,2,2,5
STU02324,1,1,1,4,4,2,2,2,2,3
STU02325,2,2,2,1,2,4,2,2,2,3
STU02326,2,2,2,2,4,2,1,1,3,4
STU02327,2,1,4,1,2,2,2,2,2,4
STU02328,2,2,2,1,3,2,2,2,1,5
STU02329,4,4,2,1,2,4,1,2,2,4
STU02330,5,3,2,4,4,5,2,2,2,5
STU02331,4,3,1,1,2,3,1,2,1,4
STU02332,3,4,2,3,2,3,1,2,2,4
STU02333,1,4,2,2,2,2,2,3,1,3
STU02334,5,2,2,2,2,4,2,2,4,4
STU02335,5,5,1,2,2,3,1,2,2,4
STU02336,2,2,1,4,4,2,2,2,3,5
STU02337,2,4,2,1,2,1,2,2,2,4
STU02338,2,2,2,2,2,2,2,2,2,3
STU02339,2,2,2,2,3,1,1,2,2,4
STU02340,2,5,1,5,5,4,2,2,2,5
STU02341,1,2,2,1,2,2,1,2,4,4
STU02342,3,4,2,2,3,2,2,2,2,5
STU02343,1,3,4,2,2,2,2,1,3,4
STU02344,5,3,4,5,2,4,2,2,2,5
STU02345,5,5,2,2,2,2,2,2,2,5
STU02346,2,4,2,4,2,2,2,1,4,4
STU02347,1,2,2,2,1,2,2,2,4,5
STU02348,3,2,2,2,3,4,2,1,2,3
STU02349,1,3,2,3,4,2,1,1,1,4
STU02350,4,3,2,2,2,2,2,2,4,4
STU02351,5,5,2,5,5,5,2,2,4,5
STU02352,1,2,2,2,3,4,2,2,3,5
STU02353,4,4,1,3,3,2,1,2,2,3
STU02354,1,2,2,4,4,2,2,2,2,3
STU02355,1,1,2,3,1,4,2,2,2,3
STU02356,3,4,2,3,2,2,1,2,2,4
STU02357,4,3,2,2,2,5,2,2,2,5
STU02358,5,4,2,5,5,5,2,2,2,5
STU02359,3,2,1,3,4,3,1,2,1,4
STU02360,1,2,3,1,5,1,2,2,2,4
STU02361,4,4,2,3,1,3,2,2,2,4
STU02362,2,2,2,3,4,1,1,2,3,4
STU02363,3,3,2,3,3,1,1,1,1,5
STU02364,3,3,2,2,3,4,2,2,2,3
STU02365,1,2,2,2,2,2,1,4,2,4
STU02366,2,4,2,3,2,2,2,2,3,4
STU02367,4,5,2,2,2,4,2,2,2,5
STU02368,2,2,1,1,3,2,2,2,4,3
STU02369,4,4,2,4,3,3,2,2,2,4
STU02370,2,5,2,2,2,5,2,2,2,5
STU02371,1,4,2,2,3,2,2,2,2,4
STU02372,1,2,2,2,3,2,1,2,2,3
STU02373,1,1,2,4,4,2,2,3,2,4
STU02374,1,4,2,2,3,1,2,2,2,4
STU02375,5,2,4,5,2,3,1,3,2,4
STU02376,1,4,2,3,2,1,2,1,2,5
STU02377,1,2,2,2,3,2,1,2,2,4
STU02378,2,2,1,2,3,2,1,2,2,2
STU02379,2,2,2,4,3,3,2,2,2,3
STU02380,1,2,2,3,3,2,1,2,2,4
STU02381,2,2,2,3,4,2,1,2,2,3
STU02382,4,5,1,3,2,2,1,2,2,4
STU02383,1,5,2,3,3,2,2,2,2,4
STU02384,2,4,2,2,1,2,2,2,3,5
STU02385,2,2,1,1,4,1,1,1,2,3
STU02386,2,4,2,2,1,4,2,1,2,5
STU02387,4,3,2,4,4,3,2,2,2,4
STU02388,4,2,2,2,1,5,2,2,2,5
STU02389,2,2,2,2,2,2,1,2,3,4
STU02390,1,2,2,2,2,2,2,2,2,2
STU02391,3,1,1,1,3,2,2,2,4,4
STU02392,1,2,1,2,2,2,2,2,4,3
STU02393,4,5,2,2,2,3,2,2,2,5
STU02394,4,4,2,2,2,4,2,2,2,4
STU02395,1,2,2,2,2,2,1,2,2,4
STU02396,5,5,2,5,1,2,2,1,2,4
STU02397,5,4,2,2,2,3,2,4,2,5
STU02398,1,4,2,1,2,2,2,2,2,5
STU02399,4,4,2,1,2,3,1,2,2,4
STU02400,1,4,2,2,2,2,2,2,2,4
STU02401,2,2,2,2,1,1,1,4,2,3
STU02402,3,4,2,2,2,2,2,1,2,5
STU02403,4,3,2,2,2,4,1,2,2,5
STU02404,2,4,2,3,2,1,2,2,1,3
STU02405,3,3,1,2,2,2,1,2,2,3
STU02406,3,3,2,1,3,1,2,2,4,5
STU02407,4,3,5,1,3,3,1,2,2,3
STU02408,1,2,2,2,4,2,1,2,2,3
STU02409,2,4,2,2,2,2,2,2,2,4
STU02410,1,2,2,2,2,4,2,2,2,2
STU02411,5,5,2,4,4,5,2,2,2,4
STU02412,2,2,1,3,1,4,2,2,2,2
STU02413,2,2,1,2,1,2,1,2,2,4
STU02414,2,2,2,2,5,2,2,1,2,4
STU02415,5,4,2,2,5,5,2,2,2,5
STU02416,4,1,4,2,4,2,1,2,2,5
STU02417,1,2,2,1,2,1,2,4,2,4
STU02418,4,5,2,2,2,4,1,2,2,5
STU02419,5,3,2,2,2,4,1,2,1,4
STU02420,2,2,2,4,4,1,2,2,3,4
STU02421,5,5,2,2,2,2,2,2,2,5
STU02422,5,5,4,5,4,2,1,2,2,5
STU02423,3,5,2,4,4,2,2,2,2,5
STU02424,1,1,2,2,3,1,1,2,2,2
STU02425,1,1,2,3,4,2,1,3,2,4
STU02426,5,3,2,4,4,3,1,2,1,4
STU02427,4,3,2,2,2,3,1,2,2,5
STU02428,2,2,1,2,3,4,2,1,2,4
STU02429,4,5,2,4,2,4,2,2,2,4
STU02430,3,3,2,4,4,2,2,2,2,5
STU02431,3,4,2,1,3,2,2,2,2,5
STU02432,1,2,3,2,2,3,2,2,4,3
STU02433,4,4,2,2,2,3,1,1,2,4
STU02434,1,4,2,3,2,2,2,2,2,4
STU02435,2,4,2,3,3,2,2,2,2,3
STU02436,2,2,2,1,2,2,1,3,4,3
STU02437,2,2,2,2,2,2,2,1,2,5
STU02438,5,5,2,2,2,4,2,2,2,5
STU02439,2,2,1,2,2,4,2,1,2,4
STU02440,4,3,5,4,4,3,2,2,2,3
STU02441,4,4,2,2,2,4,2,2,2,5
STU02442,3,2,2,2,1,4,2,2,2,5
STU02443,2,3,2,2,2,2,2,2,4,4
STU02444,4,3,2,4,4,3,2,2,1,5
STU02445,2,4,1,2,2,2,2,1,1,2
STU02446,4,5,2,2,2,2,1,2,2,4
STU02447,1,2,1,1,2,2,1,4,2,3
STU02448,2,1,1,3,4,2,2,2,1,2
STU02449,1,4,2,2,2,2,2,2,2,3
STU02450,1,1,2,2,2,2,1,4,2,3
STU02451,5,2,2,4,4,5,2,2,2,4
STU02452,2,1,2,2,2,2,2,4,1,3
STU02453,3,3,2,2,2,3,1,1,2,3
STU02454,4,5,2,4,2,3,1,2,2,5
STU02455,3,2,1,2,3,1,2,2,4,3
STU02456,1,2,3,3,5,2,1,2,1,5
STU02457,4,3,2,2,3,4,1,2,2,5
STU02458,5,5,2,5,5,1,1,4,2,4
STU02459,2,2,2,5,4,2,1,2,1,3
STU02460,2,3,2,3,3,2,1,3,2,4
STU02461,4,4,2,2,4,3,2,2,2,4
STU02462,3,4,2,2,2,2,2,2,2,4
STU02463,2,4,1,3,3,1,2,2,1,3
STU02464,1,2,3,2,4,4,2,3,3,4
STU02465,4,3,2,3,4,4,2,2,2,5
STU02466,2,2,3,2,2,1,2,2,4,3
STU02467,2,2,2,4,1,2,1,2,3,5
STU02468,2,2,2,3,3,4,2,2,2,4
STU02469,2,2,3,1,3,2,2,3,4,5
STU02470,2,2,3,3,3,2,1,2,2,4
STU02471,4,5,1,2,2,3,1,2,2,3
STU02472,4,3,1,5,4,2,2,2,2,4
STU02473,1,2,2,2,2,1,1,2,2,4
STU02474,5,3,2,5,2,2,1,2,2,5
STU02475,4,5,2,1,2,1,2,2,2,5
STU02476,5,5,1,5,4,2,2,2,2,5
STU02477,1,1,2,2,2,4,2,3,2,3
STU02478,5,5,2,4,4,3,1,2,2,5
STU02479,5,4,2,4,2,5,2,2,2,4
STU02480,1,2,2,2,2,2,2,2,4,4
STU02481,2,4,3,1,2,2,2,3,3,4
STU02482,1,1,1,2,2,2,1,2,1,4
STU02483,2,2,1,1,2,2,2,2,4,3
STU02484,4,2,1,2,2,4,2,2,1,4
STU02485,3,2,2,2,1,3,1,2,2,4
STU02486,3,4,2,2,2,2,2,2,2,5
STU02487,3,5,2,3,2,2,1,2,1,2
STU02488,2,4,2,3,2,2,2,2,2,3
STU02489,5,4,2,5,2,4,2,2,1,5
STU02490,4,3,2,4,5,2,1,2,2,5
STU02491,1,1,2,2,1,1,1,1,3,4
STU02492,2,2,4,1,2,3,2,1,2,1
STU02493,3,4,2,3,2,3,2,1,2,3
STU02494,5,3,2,5,4,4,2,2,2,5
STU02495,5,5,2,5,2,5,2,4,1,5
STU02496,4,4,2,2,2,2,2,2,2,5
STU02497,4,4,2,2,4,4,2,1,2,5
STU02498,4,3,2,4,4,3,1,2,2,4
STU02499,3,3,2,3,3,5,2,2,1,3
STU02500,2,1,2,1,2,4,2,2,1,3
STU02501,2,2,2,1,5,1,1,2,1,4
STU02502,1,2,2,1,2,2,2,2,4,4
STU02503,5,2,3,2,5,2,1,2,2,4
STU02504,3,4,2,2,2,2,2,1,2,3
STU02505,3,4,2,2,3,4,2,2,2,2
STU02506,2,2,2,2,2,2,2,2,4,4
STU02507,2,2,2,4,3,1,1,2,2,4
STU02508,1,2,1,3,4,2,1,2,3,2
STU02509,4,2,3,1,4,2,2,3,3,3
STU02510,3,4,2,3,2,2,1,1,2,3
STU02511,4,2,2,4,5,4,2,2,4,4
STU02512,4,4,2,1,2,3,1,2,2,3
STU02513,1,2,2,1,3,2,1,1,2,3
STU02514,5,3,1,5,5,3,2,2,2,5
STU02515,5,5,2,4,2,5,2,2,2,5
STU02516,2,3,2,4,4,4,2,2,2,5
STU02517,2,2,2,2,2,5,2,2,2,2
STU02518,4,4,2,3,2,2,1,2,2,4
STU02519,3,2,2,4,4,2,1,1,3,4
STU02520,5,5,2,3,2,4,1,2,2,5
STU02521,1,2,1,2,2,2,1,1,2,3
STU02522,2,1,1,4,4,2,1,2,2,4
STU02523,4,2,3,3,3,2,2,3,5,5
STU02524,5,5,2,5,5,4,2,2,2,5
STU02525,2,2,1,1,2,2,2,2,4,3
STU02526,1,2,1,2,3,2,2,1,2,4
STU02527,2,4,2,3,2,2,2,2,2,4
STU02528,4,2,2,1,5,4,2,2,2,4
STU02529,1,4,1,2,2,1,2,1,2,2
STU02530,1,2,3,2,5,2,2,3,3,5
STU02531,4,3,4,2,4,2,1,2,2,5
STU02532,5,5,2,4,4,2,2,2,2,4
STU02533,3,1,2,2,4,1,1,2,1,4
STU02534,2,2,1,4,4,2,2,1,2,3
STU02535,5,5,1,2,2,4,2,2,2,5
STU02536,4,5,2,2,4,2,1,2,2,4
STU02537,5,4,2,4,2,5,2,2,2,4
STU02538,5,5,2,5,5,2,2,2,2,5
STU02539,1,1,2,4,4,2,1,2,2,2
STU02540,1,2,2,3,4,1,1,2,1,4
STU02541,4,2,2,4,5,4,1,2,2,5
STU02542,2,1,1,1,2,4,2,2,2,3
STU02543,5,3,2,4,4,4,2,2,1,4
STU02544,3,3,2,4,4,3,2,2,2,3
STU02545,1,2,1,3,2,2,2,2,4,4
STU02546,3,3,2,2,3,2,1,1,2,3
STU02547,3,2,3,1,3,1,1,4,3,4
STU02548,2,2,1,4,4,2,2,2,2,3
STU02549,1,1,2,3,3,2,1,2,1,3
STU02550,2,2,2,3,2,2,2,4,2,5
STU02551,1,4,1,3,2,2,2,2,2,3
STU02552,2,1,2,3,3,4,2,2,2,4
STU02553,1,2,1,2,3,2,1,2,2,2
STU02554,3,1,2,1,2,4,2,2,2,5
STU02555,3,2,2,1,2,3,1,2,2,4
STU02556,3,2,2,3,3,4,2,2,2,5
STU02557,5,4,2,2,2,4,1,2,2,5
STU02558,3,4,2,3,2,3,2,1,2,5
STU02559,1,2,2,3,4,2,1,2,2,4
STU02560,2,1,2,3,4,2,2,2,2,3
STU02561,4,1,4,4,3,3,2,2,2,5
STU02562,4,4,3,2,3,2,2,3,2,5
STU02563,2,1,2,3,4,2,1,1,2,4
STU02564,5,4,1,5,4,4,1,2,2,5
STU02565,1,4,2,1,2,2,2,2,2,4
STU02566,4,4,2,4,4,3,2,2,2,3
STU02567,1,2,1,2,1,2,1,4,2,3
STU02568,4,3,2,5,5,4,1,2,1,4
STU02569,5,5,1,5,2,5,1,2,1,5
STU02570,3,3,2,5,4,3,1,2,2,4
STU02571,2,4,3,2,3,2,2,3,2,5
STU02572,2,2,2,4,4,2,2,2,3,4
STU02573,5,3,1,4,4,2,1,2,1,5
STU02574,3,1,2,2,3,2,2,2,4,4
STU02575,3,1,2,2,2,1,1,1,2,4
STU02576,5,4,2,4,4,5,2,2,2,3
STU02577,5,3,2,2,2,4,1,2,1,5
STU02578,3,1,3,3,4,3,2,3,2,4
STU02579,3,2,2,2,2,5,2,2,2,5
STU02580,3,2,1,4,4,2,2,2,2,2
STU02581,4,4,2,4,2,4,2,2,2,5
STU02582,1,4,1,2,1,1,2,2,2,4
STU02583,4,3,1,1,2,4,2,2,4,4
STU02584,5,5,2,2,2,3,1,2,2,5
STU02585,1,2,3,2,4,4,2,3,3,5
STU02586,2,4,2,2,3,1,1,3,2,3
STU02587,3,4,2,3,3,3,2,2,2,5
STU02588,1,1,2,2,2,1,2,1,4,5
STU02589,1,2,2,2,5,2,1,2,2,5
STU02590,3,3,2,2,2,4,2,2,4,5
STU02591,4,4,2,2,4,3,1,1,2,4
STU02592,2,4,1,2,2,2,2,2,2,3
STU02593,4,4,2,2,2,2,1,2,2,5
STU02594,5,5,1,4,4,3,2,2,2,5
STU02595,5,5,2,5,4,4,2,2,2,5
STU02596,3,4,2,3,2,3,2,1,2,5
STU02597,1,3,1,3,4,3,1,2,2,5
STU02598,4,3,2,2,2,3,1,2,2,5
STU02599,4,3,1,4,2,3,2,1,1,5
STU02600,3,2,2,2,2,5,2,2,2,2
STU02601,3,2,2,2,3,4,2,2,2,4
STU02602,2,2,4,2,2,2,2,2,3,4
STU02603,1,4,2,1,2,2,2,2,2,3
STU02604,3,5,2,2,2,2,2,2,2,4
STU02605,5,4,1,4,2,4,2,2,2,5
STU02606,3,1,1,2,2,1,2,2,3,4
STU02607,5,3,2,3,5,4,2,2,2,5
STU02608,3,3,2,2,3,2,1,2,2,4
STU02609,1,1,2,4,4,2,1,1,2,4
STU02610,2,4,2,3,3,2,2,1,2,4
STU02611,3,1,1,3,4,3,1,2,2,2
STU02612,4,1,1,2,3,5,2,2,4,4
STU02613,5,3,2,2,2,5,2,1,2,5
STU02614,2,4,2,2,2,3,2,2,4,5
STU02615,4,3,2,4,4,2,2,2,2,2
STU02616,5,4,2,5,4,4,1,2,2,5
STU02617,2,3,2,4,4,2,1,2,2,4
STU02618,1,2,1,2,2,2,1,1,3,3
STU02619,3,2,2,4,4,3,2,2,1,3
STU02620,1,2,2,1,2,1,2,4,2,4
STU02621,2,3,4,4,2,3,2,1,2,5
STU02622,3,5,2,3,2,2,2,2,2,4
STU02623,5,1,3,1,5,2,1,3,2,4
STU02624,1,1,2,2,3,2,2,4,2,5
STU02625,5,5,1,2,5,2,2,2,2,5
STU02626,3,2,2,1,3,2,2,4,2,5
STU02627,1,4,2,2,2,2,2,3,1,4
STU02628,4,3,2,2,4,5,2,2,2,5
STU02629,1,2,3,2,2,2,2,3,4,3
STU02630,1,3,2,4,4,1,1,2,2,4
STU02631,1,2,2,4,4,2,1,2,2,4
STU02632,5,3,2,4,3,5,1,2,2,4
STU02633,1,4,2,2,2,2,2,1,1,4
STU02634,1,1,2,4,4,2,2,2,3,4
STU02635,5,4,2,5,5,4,2,2,2,5
STU02636,3,3,2,5,4,2,2,2,2,5
STU02637,1,2,2,2,2,1,2,1,4,3
STU02638,2,4,2,2,2,2,2,2,1,4
STU02639,5,5,4,5,2,5,2,2,2,5
STU02640,2,2,1,1,2,2,1,1,4,3
STU02641,3,2,2,3,2,2,1,2,2,3
STU02642,2,3,2,2,2,4,1,2,2,3
STU02643,3,4,2,3,3,2,2,2,2,2
STU02644,1,4,2,2,3,2,2,2,2,3
STU02645,5,4,1,5,5,4,1,2,1,5
STU02646,5,2,2,5,5,4,1,2,2,5
STU02647,4,2,2,3,5,3,2,2,2,4
STU02648,3,5,2,4,1,2,2,2,2,4
STU02649,4,3,2,2,3,4,2,2,2,5
STU02650,5,4,2,5,5,2,2,2,2,4
STU02651,3,3,2,2,2,4,1,2,2,5
STU02652,4,5,2,2,2,2,2,2,2,5
STU02653,5,5,2,5,4,5,1,2,2,4
STU02654,3,2,2,5,4,2,2,2,2,5
STU02655,5,2,1,2,3,4,1,2,2,4
STU02656,2,2,1,1,4,2,1,2,1,3
STU02657,2,3,1,3,4,2,1,2,1,4
STU02658,2,1,2,4,4,2,1,2,2,3
STU02659,5,5,1,4,4,2,2,1,2,4
STU02660,2,2,1,2,2,3,1,2,2,2
STU02661,4,4,2,3,4,2,2,2,2,4
STU02662,2,2,2,2,2,4,2,2,3,5
STU02663,4,5,2,2,4,3,2,2,2,5
STU02664,2,2,1,2,3,4,2,2,2,2
STU02665,3,4,3,4,1,3,2,2,2,4
STU02666,4,3,2,4,4,3,2,2,2,4
STU02667,2,2,1,2,5,1,1,2,2,3
STU02668,3,1,2,2,2,4,2,1,2,4
STU02669,3,4,2,2,3,3,2,1,2,5
STU02670,1,2,2,2,2,2,2,2,4,4
STU02671,4,5,2,1,5,2,1,2,2,4
STU02672,1,2,2,2,2,2,2,4,2,4
STU02673,3,2,1,3,3,1,2,2,4,3
STU02674,4,4,2,4,4,2,2,2,2,5
STU02675,1,2,4,5,2,2,2,4,4,5
STU02676,4,3,2,2,2,4,1,2,2,5
STU02677,4,2,1,1,3,4,1,2,2,3
STU02678,5,4,2,4,2,3,1,2,2,4
STU02679,3,2,2,4,4,2,2,2,2,5
STU02680,5,3,2,4,5,3,1,2,2,5
STU02681,1,2,3,2,2,4,2,4,4,5
STU02682,1,2,1,2,2,2,2,4,2,4
STU02683,1,2,2,2,2,2,2,2,4,5
STU02684,5,4,2,2,2,4,1,1,1,4
STU02685,2,2,2,2,2,2,2,2,4,4
STU02686,3,2,1,4,5,2,1,1,2,2
STU02687,4,2,3,3,2,1,1,3,1,3
STU02688,4,3,1,4,4,3,2,1,2,4
STU02689,5,4,2,5,5,4,1,1,2,5
STU02690,4,1,2,2,1,5,2,1,2,5
STU02691,2,2,1,2,4,1,1,2,3,4
STU02692,5,4,2,2,2,3,2,2,2,4
STU02693,4,3,1,2,4,2,1,2,2,4
STU02694,2,2,2,2,5,2,2,1,2,5
STU02695,5,5,2,2,2,4,1,1,2,5
STU02696,4,3,2,2,2,5,2,2,1,4
STU02697,5,4,2,5,4,5,2,2,2,5
STU02698,1,2,2,2,2,4,2,2,1,4
STU02699,5,4,2,1,2,2,1,2,2,4
STU02700,2,1,1,3,4,2,1,1,2,4
STU02701,2,2,2,3,1,4,2,2,2,4
STU02702,2,4,2,2,2,3,1,2,2,4
STU02703,5,2,2,4,2,3,1,2,2,4
STU02704,2,2,2,2,2,5,2,2,2,4
STU02705,4,4,1,2,4,4,2,2,2,4
STU02706,2,1,2,1,3,2,1,2,2,4
STU02707,1,2,1,4,4,2,2,1,2,4
STU02708,4,3,2,1,2,4,2,2,2,5
STU02709,4,4,2,4,2,2,2,2,2,5
STU02710,1,1,2,2,2,4,2,2,2,4
STU02711,1,4,2,3,3,2,2,2,2,5
STU02712,3,2,2,2,4,2,1,1,2,4
STU02713,1,1,1,1,4,2,2,2,3,4
STU02714,5,5,1,2,5,4,2,2,2,4
STU02715,1,1,2,3,3,2,1,3,4,4
STU02716,2,2,1,3,4,1,1,2,2,4
STU02717,5,4,4,2,4,1,2,4,3,5
STU02718,1,4,1,2,2,1,2,1,1,2
STU02719,3,2,2,2,2,3,1,2,2,4
STU02720,2,2,2,2,4,2,2,2,2,4
STU02721,5,5,2,2,2,3,2,2,2,3
STU02722,1,4,2,2,2,2,2,1,2,4
STU02723,5,5,2,4,1,4,1,2,2,5
STU02724,1,4,2,2,2,1,2,2,2,5
STU02725,5,4,2,2,2,4,2,2,2,4
STU02726,4,3,2,5,5,3,1,2,2,4
STU02727,1,4,2,2,2,1,2,2,2,3
STU02728,1,2,1,2,2,2,2,2,4,4
STU02729,4,5,2,4,2,3,2,2,2,4
STU02730,5,4,2,5,4,4,2,2,2,5
STU02731,3,4,2,2,2,1,2,2,3,4
STU02732,3,2,2,4,3,3,2,2,4,5
STU02733,5,4,2,2,5,5,2,2,2,5
STU02734,4,2,1,4,4,3,2,1,2,5
STU02735,1,1,3,2,4,2,1,3,3,5
STU02736,1,2,2,1,4,1,2,2,4,2
STU02737,3,2,2,4,4,4,2,2,2,3
STU02738,4,4,2,4,4,2,2,2,2,5
STU02739,2,4,2,2,3,2,2,2,1,3
STU02740,5,4,2,2,2,4,1,2,2,4
STU02741,4,4,2,2,2,3,2,2,2,4
STU02742,1,2,2,2,3,4,2,2,2,4
STU02743,4,3,2,5,4,2,1,2,1,5
STU02744,5,2,1,3,4,4,1,2,1,4
STU02745,4,5,2,2,2,3,1,2,2,5
STU02746,2,2,1,2,4,2,2,2,2,3
STU02747,1,2,2,2,3,2,2,2,4,4
STU02748,3,2,2,4,3,2,1,2,2,4
STU02749,1,2,1,2,2,2,1,2,2,3
STU02750,5,4,2,2,3,3,2,2,2,4
STU02751,5,3,2,4,2,3,1,2,2,4
STU02752,5,4,2,5,1,4,1,2,2,5
STU02753,2,4,2,2,2,2,2,2,2,4
STU02754,2,1,2,3,4,2,2,3,2,3
STU02755,3,4,2,3,1,2,2,2,2,2
STU02756,2,2,2,2,2,1,2,2,4,4
STU02757,5,3,2,5,5,2,2,2,2,4
STU02758,2,4,3,3,4,2,2,3,2,3
STU02759,3,4,1,2,2,2,2,2,2,2
STU02760,1,2,2,1,2,2,1,4,3,3
STU02761,1,3,2,1,2,1,1,4,2,3
STU02762,2,2,5,2,4,2,2,3,3,5
STU02763,5,4,1,5,4,2,1,2,2,3
STU02764,3,4,2,2,1,2,2,2,1,4
STU02765,4,5,2,4,3,3,1,2,2,4
STU02766,4,5,2,1,2,2,2,2,2,4
STU02767,2,1,1,2,1,1,1,2,1,3
STU02768,2,2,3,3,4,2,1,3,2,4
STU02769,2,4,2,2,2,2,2,2,3,4
STU02770,1,2,4,2,2,2,2,1,2,3
STU02771,5,4,2,4,5,4,2,2,2,4
STU02772,3,4,2,3,2,3,2,1,3,5
STU02773,3,4,2,2,2,4,2,2,2,5
STU02774,5,5,2,4,4,1,1,2,2,5
STU02775,3,4,2,2,2,2,2,2,2,5
STU02776,2,2,1,2,3,2,2,2,2,3
STU02777,2,2,1,2,2,2,1,2,1,1
STU02778,2,2,2,2,4,2,2,2,2,4
STU02779,4,2,2,4,2,3,1,2,2,3
STU02780,4,3,4,3,4,3,2,2,2,4
STU02781,1,1,1,2,4,2,2,4,1,3
STU02782,5,5,2,1,4,5,2,2,2,5
STU02783,4,3,2,5,4,4,2,1,2,5
STU02784,4,4,4,2,2,2,2,2,2,4
STU02785,3,1,3,2,3,4,2,3,2,4
STU02786,1,2,2,2,2,2,2,4,2,3
STU02787,2,4,1,1,1,2,2,2,2,2
STU02788,2,2,2,3,2,2,1,1,2,4
STU02789,5,5,2,2,2,4,1,2,1,5
STU02790,1,4,1,2,3,2,2,2,2,4
STU02791,1,4,1,2,1,1,2,2,2,1
STU02792,3,2,2,1,2,4,2,2,3,3
STU02793,4,3,2,4,4,2,2,2,2,3
STU02794,3,2,2,2,1,1,1,2,1,5
STU02795,5,4,1,5,4,2,1,2,2,4
STU02796,4,4,2,2,3,2,1,2,1,3
STU02797,3,1,4,3,3,2,2,3,2,4
STU02798,3,4,3,1,2,2,2,3,2,3
STU02799,3,1,2,2,2,2,1,2,1,4
STU02800,3,2,2,3,5,2,1,2,2,5
STU02801,2,1,4,1,4,2,2,4,5,5
STU02802,2,3,2,1,2,4,2,1,2,2
STU02803,4,3,1,4,4,2,1,2,2,5
STU02804,4,3,4,4,4,3,2,2,2,5
STU02805,4,3,2,1,2,4,2,1,2,4
STU02806,4,4,1,1,4,3,1,2,2,5
STU02807,2,2,1,3,4,2,1,1,2,3
STU02808,2,2,1,3,4,2,1,2,2,3
STU02809,3,2,2,3,1,1,2,4,3,5
STU02810,1,1,2,2,2,2,2,2,2,5
STU02811,1,1,2,3,4,2,1,1,3,4
STU02812,5,3,2,4,5,4,2,2,4,5
STU02813,3,4,2,3,2,3,2,2,2,5
STU02814,5,4,2,5,3,2,1,2,2,5
STU02815,1,2,1,3,4,2,2,2,2,4
STU02816,5,3,2,4,3,3,1,2,2,5
STU02817,2,1,2,3,4,2,1,3,2,4
STU02818,4,3,1,4,4,2,2,2,2,3
STU02819,5,4,2,4,4,5,2,2,2,4
STU02820,2,2,2,2,2,2,1,2,2,3
STU02821,1,2,2,2,4,1,2,1,2,4
STU02822,4,4,1,2,2,3,2,2,2,4
STU02823,1,4,2,2,3,2,2,1,2,4
STU02824,2,2,2,3,4,2,1,1,1,4
STU02825,2,2,1,2,3,2,1,1,3,5
STU02826,5,4,2,4,5,4,2,2,2,5
STU02827,3,1,1,2,2,2,2,4,2,3
STU02828,4,3,2,2,4,3,2,5,2,5
STU02829,2,1,2,2,2,2,2,2,2,2
STU02830,5,4,2,2,4,1,2,2,3,4
STU02831,1,4,2,2,2,2,2,2,2,3
STU02832,3,2,4,2,2,3,2,3,2,3
STU02833,1,4,1,2,2,2,2,2,2,4
STU02834,2,2,3,2,2,2,1,3,2,5
STU02835,5,4,2,3,4,4,2,2,2,5
STU02836,3,2,1,4,4,3,2,2,1,3
STU02837,5,2,1,5,5,2,1,2,2,3
STU02838,1,2,2,4,4,1,1,2,2,4
STU02839,3,2,3,3,5,2,1,2,2,4
STU02840,3,2,2,3,3,1,2,4,2,5
STU02841,3,2,1,1,3,2,1,2,1,2
STU02842,5,4,2,5,4,2,2,2,1,5
STU02843,4,2,1,4,4,1,2,2,3,3
STU02844,3,2,2,2,1,1,1,2,2,4
STU02845,1,2,2,2,2,4,2,1,2,4
STU02846,5,5,2,2,2,3,2,2,2,4
STU02847,5,4,2,4,3,4,2,1,2,4
STU02848,1,2,1,2,3,2,1,2,2,4
STU02849,4,3,2,5,2,3,1,2,2,3
STU02850,1,2,1,1,4,1,1,3,2,3
STU02851,4,2,2,1,2,3,1,2,2,4
STU02852,5,4,1,2,2,5,2,2,2,5
STU02853,4,2,2,3,4,3,1,2,2,5
STU02854,1,4,2,2,1,2,2,2,2,3
STU02855,4,3,2,2,4,3,2,2,2,5
