student_id,skill,experience_level
STU00876,Programming Fundamentals,2
STU00876,Python,2
STU00876,REST APIs,2
STU00876,MongoDB,1
STU00877,Business Communication,1
STU00877,Computer Basics,1
STU00877,Internet & Web,1
STU00877,Programming Fundamentals,1
STU00878,Communication,3
STU00878,JavaScript,3
STU00878,Problem Solving,3
STU00878,Python,3
STU00878,Cloud Basics,2
STU00879,Business Communication,5
STU00879,MS Office,5
STU00879,Problem Solving,5
STU00879,Programming Fundamentals,5
STU00879,Java,4
STU00879,JavaScript,4
STU00879,React,4
STU00880,Cloud Basics,2
STU00880,Git,2
STU00880,Problem Solving,2
STU00880,Programming Fundamentals,2
STU00881,Communication,1
STU00881,MS Office,1
STU00881,Python,1
STU00881,UI Design,1
STU00882,Database Basics,5
STU00882,OOP,5
STU00882,Cloud Basics,4
STU00882,Problem Solving,4
STU00882,Node.js,3
STU00883,Database Basics,4
STU00883,Computer Basics,3
STU00883,MS Office,3
STU00883,SQL,3
STU00883,CSS,2
STU00883,Cloud Basics,2
STU00883,Docker,2
STU00884,Programming Fundamentals,2
STU00884,Git,1
STU00884,MS Office,1
STU00884,NumPy,1
STU00884,Power BI,1
STU00885,Power BI,4
STU00885,Analytical Thinking,3
STU00885,Communication,3
STU00885,SQL,3
STU00885,Business Analytics Basics,2
STU00885,Testing Basics,2
STU00886,Statistics,5
STU00886,Data Visualization,4
STU00886,Excel,4
STU00886,Programming Fundamentals,4
STU00886,CSS,3
STU00886,JavaScript,3
STU00886,Machine Learning,3
STU00887,Communication,2
STU00887,Business Communication,1
STU00887,Computer Basics,1
STU00887,Creativity,1
STU00888,Computer Basics,2
STU00888,Internet & Web,2
STU00888,HTML,1
STU00889,Problem Solving,2
STU00889,Business Communication,1
STU00889,MS Office,1
STU00889,React,1
STU00890,Communication,1
STU00890,Git,1
STU00890,Power BI,1
STU00891,Internet & Web,1
STU00891,MS Office,1
STU00891,Presentation Skills,1
STU00891,Problem Solving,1
STU00891,Python,1
STU00891,UI Design,1
STU00892,Power BI,3
STU00892,Computer Basics,2
STU00892,MS Office,2
STU00892,Problem Solving,2
STU00892,Presentation Skills,1
STU00892,UI Design,1
STU00893,Excel,3
STU00893,Git,3
STU00893,MS Office,3
STU00893,Programming Fundamentals,3
STU00893,JavaScript,2
STU00893,Machine Learning,2
STU00893,NumPy,2
STU00894,Database Basics,5
STU00894,OOP,5
STU00894,MS Office,4
STU00894,Problem Solving,4
STU00894,CSS,3
STU00894,Linux,3
STU00895,OOP,4
STU00895,CSS,3
STU00895,Git,3
STU00895,Python,3
STU00895,React,2
STU00896,Business Communication,1
STU00896,Computer Basics,1
STU00896,Git,1
STU00897,Communication,1
STU00897,Excel,1
STU00897,MS Office,1
STU00898,Mathematics,2
STU00898,Business Communication,1
STU00898,MS Office,1
STU00899,OOP,4
STU00899,Git,3
STU00899,MS Office,3
STU00899,REST APIs,3
STU00899,Java,2
STU00900,SQL,5
STU00900,Statistics,5
STU00900,Computer Basics,4
STU00900,Git,4
STU00900,HTML,3
STU00900,JavaScript,3
STU00900,Linux,3
STU00901,Communication,1
STU00901,Computer Basics,1
STU00901,Internet & Web,1
STU00901,UI Design,1
STU00902,Excel,2
STU00902,Computer Basics,1
STU00902,MS Office,1
STU00902,UI Design,1
STU00903,Computer Basics,3
STU00903,Git,3
STU00903,Java,3
STU00903,MS Office,3
STU00903,Linux,2
STU00904,Analytical Thinking,2
STU00904,Communication,1
STU00904,Excel,1
STU00904,Testing Basics,1
STU00905,Algorithms,4
STU00905,OOP,4
STU00905,Internet & Web,3
STU00905,Python,3
STU00905,HTML,2
STU00905,JavaScript,2
STU00905,React,2
STU00906,Creativity,2
STU00906,HTML,2
STU00906,Problem Solving,1
STU00906,Programming Fundamentals,1
STU00907,Computer Basics,3
STU00907,Git,3
STU00907,MS Office,3
STU00907,REST APIs,3
STU00908,Internet & Web,4
STU00908,MS Office,4
STU00908,Problem Solving,4
STU00908,SQL,4
STU00908,Docker,3
STU00908,JavaScript,3
STU00908,React,3
STU00909,Business Communication,4
STU00909,Computer Basics,3
STU00909,MS Office,3
STU00909,Problem Solving,3
STU00909,Business Analytics Basics,2
STU00909,Testing Basics,2
STU00909,UI Design,2
STU00910,Cloud Basics,3
STU00910,Internet & Web,3
STU00910,Programming Fundamentals,3
STU00910,Python,3
STU00910,Java,2
STU00911,MS Office,4
STU00911,Python,4
STU00911,REST APIs,4
STU00911,SQL,4
STU00911,Cloud Basics,3
STU00912,Database Basics,4
STU00912,SQL,4
STU00912,Internet & Web,3
STU00912,MS Office,3
STU00912,CSS,2
STU00912,HTML,2
STU00912,Node.js,2
STU00913,Computer Basics,1
STU00913,HTML,1
STU00913,Problem Solving,1
STU00913,Testing Basics,1
STU00914,CSS,3
STU00914,Excel,2
STU00914,MS Office,2
STU00914,Problem Solving,2
STU00914,SQL,1
STU00915,Power BI,3
STU00915,Computer Basics,2
STU00915,Internet & Web,2
STU00915,Problem Solving,2
STU00915,Business Analytics Basics,1
STU00915,UI Design,1
STU00916,Computer Basics,4
STU00916,Excel,4
STU00916,Problem Solving,4
STU00916,Programming Fundamentals,4
STU00916,JavaScript,3
STU00916,Machine Learning,3
STU00916,REST APIs,3
STU00917,Communication,2
STU00917,Docker,2
STU00917,Internet & Web,2
STU00917,Programming Fundamentals,2
STU00918,Database Basics,5
STU00918,Git,5
STU00918,Problem Solving,5
STU00918,REST APIs,5
STU00918,HTML,4
STU00918,JavaScript,4
STU00918,Node.js,4
STU00919,Analytical Thinking,3
STU00919,Git,3
STU00919,Programming Fundamentals,3
STU00919,REST APIs,3
STU00919,Java,2
STU00920,OOP,4
STU00920,Computer Basics,3
STU00920,Git,3
STU00920,MS Office,3
STU00920,CSS,2
STU00920,Cloud Basics,2
STU00920,HTML,2
STU00921,Analytical Thinking,3
STU00921,Project Planning,3
STU00921,Computer Basics,2
STU00921,Node.js,2
STU00922,Business Communication,5
STU00922,HTML,5
STU00922,MS Office,5
STU00922,Problem Solving,5
STU00922,SQL,5
STU00922,Linux,4
STU00922,Machine Learning,4
STU00923,OOP,4
STU00923,Computer Basics,3
STU00923,JavaScript,3
STU00923,Python,3
STU00923,CSS,2
STU00924,Operating Systems,3
STU00924,CSS,2
STU00924,Computer Basics,2
STU00924,Internet & Web,2
STU00925,Communication,2
STU00925,HTML,2
STU00925,Internet & Web,1
STU00925,Programming Fundamentals,1
STU00926,Business Communication,3
STU00926,Computer Basics,2
STU00926,Internet & Web,2
STU00926,Problem Solving,2
STU00926,Business Analytics Basics,1
STU00926,Testing Basics,1
STU00927,OOP,4
STU00927,SQL,4
STU00927,Java,3
STU00927,Programming Fundamentals,3
STU00927,CSS,2
STU00928,Problem Solving,2
STU00928,Business Communication,1
STU00928,Communication,1
STU00928,UI Design,1
STU00929,Communication,2
STU00929,HTML,2
STU00929,Business Communication,1
STU00929,Problem Solving,1
STU00930,MS Office,2
STU00930,Power BI,2
STU00930,Problem Solving,2
STU00930,Python,2
STU00931,Data Structures,3
STU00931,MS Office,2
STU00931,SQL,2
STU00931,Statistics,2
STU00931,Machine Learning,1
STU00932,Business Communication,5
STU00932,MS Office,5
STU00932,OOP,5
STU00932,Problem Solving,5
STU00932,Cloud Basics,4
STU00932,Docker,4
STU00932,React,4
STU00933,Mathematics,2
STU00933,Computer Basics,1
STU00933,Internet & Web,1
STU00933,Power BI,1
STU00934,Data Structures,2
STU00934,Git,1
STU00934,HTML,1
STU00934,Power BI,1
STU00934,Statistics,1
STU00935,OOP,4
STU00935,Computer Basics,3
STU00935,Internet & Web,3
STU00935,MS Office,3
STU00935,Docker,2
STU00935,Java,2
STU00935,JavaScript,2
STU00936,Excel,3
STU00936,Internet & Web,3
STU00936,Problem Solving,3
STU00936,SQL,3
STU00936,CSS,2
STU00936,Linux,2
STU00936,NumPy,2
STU00937,Analytical Thinking,3
STU00937,AutoCAD Basics,3
STU00937,Computer Basics,2
STU00937,Java,2
STU00938,Business Communication,1
STU00938,Internet & Web,1
STU00938,Programming Fundamentals,1
STU00939,Business Communication,5
STU00939,CSS,5
STU00939,Excel,5
STU00939,HTML,5
STU00939,Internet & Web,5
STU00939,SQL,5
STU00939,JavaScript,4
STU00940,Algorithms,5
STU00940,Data Structures,5
STU00940,MS Office,4
STU00940,Programming Fundamentals,4
STU00940,Java,3
STU00940,Node.js,3
STU00940,SQL,3
STU00941,Business Communication,3
STU00941,Excel,3
STU00941,SQL,3
STU00941,Internet & Web,2
STU00941,Business Analytics Basics,1
STU00941,Testing Basics,1
STU00942,Docker,3
STU00942,Git,3
STU00942,MS Office,3
STU00942,Problem Solving,3
STU00942,REST APIs,2
STU00943,OOP,3
STU00943,Git,2
STU00943,Internet & Web,2
STU00943,Problem Solving,2
STU00943,AWS,1
STU00943,REST APIs,1
STU00943,SQL,1
STU00944,Computer Basics,2
STU00944,Internet & Web,2
STU00944,Excel,1
STU00945,Algorithms,4
STU00945,OOP,4
STU00945,Git,3
STU00945,Java,3
STU00945,React,2
STU00946,Excel,3
STU00946,MS Office,2
STU00946,Problem Solving,2
STU00946,SQL,2
STU00946,Presentation Skills,1
STU00946,Testing Basics,1
STU00947,Internet & Web,2
STU00947,Excel,1
STU00947,Problem Solving,1
STU00948,Business Communication,2
STU00948,API Testing,1
STU00948,Analytical Thinking,1
STU00948,Communication,1
STU00948,Presentation Skills,1
STU00949,Analytical Thinking,2
STU00949,Computer Basics,2
STU00949,MS Office,2
STU00949,SQL,2
STU00949,Business Analytics Basics,1
STU00949,Testing Basics,1
STU00950,OOP,4
STU00950,Computer Basics,3
STU00950,Linux,3
STU00950,Programming Fundamentals,3
STU00950,CSS,2
STU00951,MS Office,2
STU00951,Problem Solving,1
STU00951,UI Design,1
STU00952,Financial Analysis,2
STU00952,Communication,1
STU00952,Power BI,1
STU00952,Testing Basics,1
STU00953,Financial Analysis,2
STU00953,Communication,1
STU00953,HTML,1
STU00953,Power BI,1
STU00954,Database Basics,2
STU00954,Python,2
STU00954,MS Office,1
STU00954,SQL,1
STU00955,Business Communication,3
STU00955,Communication,2
STU00955,Internet & Web,2
STU00955,Problem Solving,2
STU00955,Testing Basics,1
STU00955,UI Design,1
STU00956,Computer Basics,1
STU00956,Power BI,1
STU00956,Problem Solving,1
STU00956,Testing Basics,1
STU00957,Problem Solving,3
STU00957,Communication,2
STU00957,SQL,2
STU00957,UI Design,2
STU00958,Git,4
STU00958,Internet & Web,3
STU00958,Node.js,3
STU00958,Python,3
STU00958,React,2
STU00959,Mathematics,2
STU00959,Computer Basics,1
STU00959,Excel,1
STU00959,UI Design,1
STU00960,Computer Basics,5
STU00960,Git,5
STU00960,OOP,5
STU00960,Problem Solving,5
STU00960,CSS,4
STU00960,JavaScript,4
STU00960,Node.js,4
STU00961,Communication,1
STU00961,MS Office,1
STU00961,Power BI,1
STU00961,Programming Fundamentals,1
STU00962,Statistics,2
STU00962,MS Office,1
STU00962,Programming Fundamentals,1
STU00962,Testing Basics,1
STU00963,Cloud Basics,3
STU00963,Git,3
STU00963,Internet & Web,3
STU00963,MS Office,3
STU00963,JavaScript,2
STU00964,Operating Systems,5
STU00964,Programming Fundamentals,5
STU00964,Python,5
STU00964,Git,4
STU00964,Java,3
STU00964,REST APIs,3
STU00965,Computer Basics,2
STU00965,Docker,2
STU00965,Internet & Web,2
STU00965,Python,2
STU00966,Internet & Web,1
STU00966,Programming Fundamentals,1
STU00966,UI Design,1
STU00967,Computer Basics,2
STU00967,Communication,1
STU00967,Programming Fundamentals,1
STU00968,Excel,1
STU00968,Git,1
STU00968,Internet & Web,1
STU00969,Data Structures,4
STU00969,Computer Basics,3
STU00969,Internet & Web,3
STU00969,Problem Solving,3
STU00969,Linux,2
STU00969,React,2
STU00969,SQL,2
STU00970,Internet & Web,2
STU00970,MS Office,2
STU00970,Problem Solving,2
STU00970,React,2
STU00970,Shell Scripting,1
STU00971,Algorithms,5
STU00971,Computer Basics,5
STU00971,Data Visualization,5
STU00971,SQL,5
STU00971,CSS,4
STU00971,NumPy,4
STU00971,REST APIs,4
STU00972,Excel,2
STU00972,Communication,1
STU00972,HTML,1
STU00973,Communication,1
STU00973,Pandas,1
STU00973,Problem Solving,1
STU00973,UI Design,1
STU00974,Programming Fundamentals,4
STU00974,MS Office,3
STU00974,Python,3
STU00974,SQL,3
STU00974,Cloud Basics,2
STU00974,Docker,2
STU00974,JavaScript,2
STU00975,Business Communication,1
STU00975,Computer Basics,1
STU00975,Excel,1
STU00975,Internet & Web,1
STU00976,Programming Fundamentals,2
STU00976,AWS,1
STU00976,Computer Basics,1
STU00976,HTML,1
STU00976,Python,1
STU00977,Problem Solving,4
STU00977,Analytical Thinking,3
STU00977,Python,3
STU00977,React,3
STU00977,UI Design,2
STU00978,Communication,2
STU00978,Presentation Skills,2
STU00978,Creativity,1
STU00978,Excel,1
STU00979,Creativity,2
STU00979,HTML,2
STU00979,Internet & Web,1
STU00979,Programming Fundamentals,1
STU00980,HTML,3
STU00980,Internet & Web,3
STU00980,MS Office,3
STU00980,React,3
STU00980,SQL,3
STU00981,Data Structures,4
STU00981,Linux,3
STU00981,Problem Solving,3
STU00981,Programming Fundamentals,3
STU00982,Computer Basics,5
STU00982,Excel,5
STU00982,Programming Fundamentals,5
STU00982,Statistics,5
STU00982,Machine Learning,4
STU00982,NumPy,4
STU00982,REST APIs,4
STU00983,Communication,1
STU00983,HTML,1
STU00983,Problem Solving,1
STU00984,Computer Basics,4
STU00984,Data Visualization,4
STU00984,Internet & Web,4
STU00984,MS Office,4
STU00984,CSS,3
STU00984,HTML,3
STU00984,Linux,3
STU00985,Business Communication,3
STU00985,Communication,2
STU00985,MS Office,2
STU00985,Problem Solving,2
STU00985,Testing Basics,1
STU00985,UI Design,1
STU00986,Git,3
STU00986,MS Office,3
STU00986,Problem Solving,3
STU00986,React,3
STU00986,Docker,2
STU00987,Problem Solving,5
STU00987,Communication,4
STU00987,Computer Basics,4
STU00987,Testing Basics,4
STU00987,Cloud Basics,3
STU00988,Computer Basics,4
STU00988,Git,4
STU00988,MS Office,4
STU00988,SQL,4
STU00988,HTML,3
STU00988,JavaScript,3
STU00988,REST APIs,3
STU00989,Analytical Thinking,2
STU00989,MS Office,1
STU00989,UI Design,1
STU00990,Communication,2
STU00990,HTML,1
STU00990,Power BI,1
STU00990,Problem Solving,1
STU00991,Communication,1
STU00991,Computer Basics,1
STU00991,Problem Solving,1
STU00991,Testing Basics,1
STU00992,Computer Basics,1
STU00992,MS Office,1
STU00992,Python,1
STU00992,UI Design,1
STU00993,Programming Fundamentals,5
STU00993,Python,4
STU00993,REST APIs,4
STU00993,SQL,4
STU00993,HTML,3
STU00994,Power BI,5
STU00994,Computer Basics,4
STU00994,MS Office,4
STU00994,Problem Solving,4
STU00994,Business Analytics Basics,3
STU00994,Testing Basics,3
STU00994,UI Design,3
STU00995,CSS,2
STU00995,Git,2
STU00995,Internet & Web,2
STU00995,MS Office,2
STU00995,SQL,1
STU00996,Communication,1
STU00996,Problem Solving,1
STU00996,Testing Basics,1
STU00997,Computer Basics,2
STU00997,Java,2
STU00997,Problem Solving,2
STU00997,Programming Fundamentals,2
STU00998,Power BI,2
STU00998,Internet & Web,1
STU00998,MS Office,1
STU00998,Testing Basics,1
STU00999,Communication,2
STU00999,Computer Basics,1
STU00999,HTML,1
STU00999,Programming Fundamentals,1
STU01000,Computer Basics,4
STU01000,HTML,4
STU01000,Internet & Web,4
STU01000,Problem Solving,4
STU01000,Python,4
STU01000,Java,3
STU01000,React,3
STU01001,Database Basics,5
STU01001,Networking,5
STU01001,Internet & Web,4
STU01001,MS Office,4
STU01001,Node.js,3
STU01001,REST APIs,3
STU01002,Excel,3
STU01002,Communication,2
STU01002,Computer Basics,2
STU01002,SQL,2
STU01002,Presentation Skills,1
STU01002,UI Design,1
STU01003,Database Basics,4
STU01003,Computer Basics,3
STU01003,Internet & Web,3
STU01003,Linux,3
STU01003,Python,3
STU01004,Analytical Thinking,3
STU01004,Programming Fundamentals,3
STU01004,MS Office,2
STU01004,Testing Basics,2
STU01005,Excel,2
STU01005,Programming Fundamentals,2
STU01005,HTML,1
STU01005,MS Office,1
STU01006,Business Communication,2
STU01006,Computer Basics,2
STU01006,MS Office,2
STU01006,Programming Fundamentals,2
STU01007,Computer Basics,1
STU01007,HTML,1
STU01007,MS Office,1
STU01007,Power BI,1
STU01008,Project Planning,2
STU01008,MS Office,1
STU01008,Power BI,1
STU01009,Python,4
STU01009,Internet & Web,3
STU01009,MS Office,3
STU01009,Node.js,3
STU01009,Cloud Basics,2
STU01010,Creativity,2
STU01010,Computer Basics,1
STU01010,Testing Basics,1
STU01010,UI Design,1
STU01011,Database Basics,3
STU01011,Communication,2
STU01011,MS Office,2
STU01011,REST APIs,2
STU01012,Financial Analysis,2
STU01012,Internet & Web,1
STU01012,Power BI,1
STU01012,UI Design,1
STU01013,Docker,2
STU01013,Git,2
STU01013,MS Office,2
STU01013,Programming Fundamentals,2
STU01014,Excel,5
STU01014,Power BI,5
STU01014,Internet & Web,4
STU01014,MS Office,4
STU01014,Business Analytics Basics,3
STU01014,Presentation Skills,3
STU01014,Testing Basics,3
STU01015,Problem Solving,2
STU01015,Computer Basics,1
STU01015,HTML,1
STU01015,Power BI,1
STU01016,Computer Basics,2
STU01016,Git,2
STU01016,MS Office,2
STU01016,SQL,2
STU01016,NumPy,1
STU01017,Communication,1
STU01017,MS Office,1
STU01017,Programming Fundamentals,1
STU01017,Testing Basics,1
STU01018,Docker,2
STU01018,MS Office,2
STU01018,Python,2
STU01018,SQL,2
STU01019,Computer Basics,3
STU01019,Git,3
STU01019,Java,3
STU01019,Problem Solving,3
STU01019,REST APIs,2
STU01020,Business Communication,5
STU01020,Git,5
STU01020,MS Office,5
STU01020,Statistics,5
STU01020,CSS,4
STU01020,HTML,4
STU01020,JavaScript,4
STU01021,HTML,4
STU01021,Operating Systems,4
STU01021,Internet & Web,3
STU01021,MS Office,3
STU01021,Docker,2
STU01022,Business Communication,5
STU01022,Git,5
STU01022,Problem Solving,5
STU01022,SQL,5
STU01022,CSS,4
STU01022,JavaScript,4
STU01022,REST APIs,4
STU01023,Business Communication,1
STU01023,Communication,1
STU01023,Computer Basics,1
STU01023,Power BI,1
STU01024,Computer Basics,1
STU01024,Node.js,1
STU01024,OOP,1
STU01024,Problem Solving,1
STU01025,Data Structures,5
STU01025,Programming Fundamentals,5
STU01025,Computer Basics,4
STU01025,Statistics,4
STU01025,Linux,3
STU01025,NumPy,3
STU01025,Pandas,3
STU01026,Analytical Thinking,1
STU01026,Computer Basics,1
STU01026,Testing Basics,1
STU01027,Business Communication,2
STU01027,Analytical Thinking,1
STU01027,Internet & Web,1
STU01027,UI Design,1
STU01028,HTML,4
STU01028,CSS,3
STU01028,Internet & Web,3
STU01028,MS Office,3
STU01028,Python,3
STU01029,Excel,2
STU01029,Communication,1
STU01029,Problem Solving,1
STU01029,Testing Basics,1
STU01030,Communication,1
STU01030,MS Office,1
STU01030,Presentation Skills,1
STU01030,Problem Solving,1
STU01031,Business Communication,1
STU01031,Git,1
STU01031,Internet & Web,1
STU01032,Computer Basics,2
STU01032,Excel,2
STU01032,Internet & Web,2
STU01032,Problem Solving,2
STU01032,Django,1
STU01032,HTML,1
STU01032,Linux,1
STU01033,Git,4
STU01033,HTML,4
STU01033,Internet & Web,4
STU01033,MS Office,4
STU01033,Problem Solving,4
STU01033,Docker,3
STU01033,React,3
STU01034,Git,4
STU01034,Internet & Web,4
STU01034,MS Office,4
STU01034,Problem Solving,4
STU01034,HTML,3
STU01034,JavaScript,3
STU01034,Machine Learning,3
STU01035,Communication,1
STU01035,Computer Basics,1
STU01035,Programming Fundamentals,1
STU01036,Algorithms,4
STU01036,Computer Basics,3
STU01036,Node.js,3
STU01036,Problem Solving,3
STU01036,Python,3
STU01036,Java,2
STU01036,SQL,2
STU01037,Computer Basics,3
STU01037,Git,3
STU01037,Java,3
STU01037,Python,3
STU01037,Linux,2
STU01038,Internet & Web,1
STU01038,Problem Solving,1
STU01038,Testing Basics,1
STU01039,Business Communication,1
STU01039,Computer Basics,1
STU01039,Excel,1
STU01039,UI Design,1
STU01040,Data Visualization,3
STU01040,MS Office,3
STU01040,Problem Solving,3
STU01040,Programming Fundamentals,3
STU01040,Computer Basics,2
STU01040,Machine Learning,2
STU01040,NumPy,2
STU01041,Computer Basics,1
STU01041,Power BI,1
STU01041,Problem Solving,1
STU01041,Programming Fundamentals,1
STU01042,Excel,4
STU01042,Communication,2
STU01042,Power BI,2
STU01042,Problem Solving,2
STU01043,Computer Basics,2
STU01043,Git,2
STU01043,MS Office,2
STU01043,SQL,2
STU01043,Express.js,1
STU01043,Machine Learning,1
STU01043,NumPy,1
STU01044,Excel,5
STU01044,Communication,4
STU01044,MS Office,4
STU01044,Problem Solving,4
STU01044,Business Analytics Basics,3
STU01044,Testing Basics,3
STU01044,UI Design,3
STU01045,Excel,2
STU01045,Internet & Web,1
STU01045,MS Office,1
STU01045,Problem Solving,1
STU01046,Programming Fundamentals,3
STU01046,Git,2
STU01046,MS Office,2
STU01046,Problem Solving,2
STU01046,Docker,1
STU01046,JavaScript,1
STU01046,Redux,1
STU01047,MS Office,2
STU01047,Problem Solving,2
STU01047,Python,2
STU01047,SQL,2
STU01047,Pandas,1
STU01048,OOP,5
STU01048,Business Communication,4
STU01048,Computer Basics,4
STU01048,Problem Solving,4
STU01048,Excel,3
STU01048,HTML,3
STU01048,JavaScript,3
STU01048,Node.js,3
STU01049,Data Structures,4
STU01049,MS Office,3
STU01049,Problem Solving,3
STU01049,REST APIs,3
STU01050,Database Basics,4
STU01050,Git,3
STU01050,MS Office,3
STU01050,React,3
STU01050,HTML,2
STU01051,Cloud Basics,3
STU01051,Internet & Web,3
STU01051,MS Office,3
STU01051,Problem Solving,3
STU01051,REST APIs,2
STU01052,Analytical Thinking,2
STU01052,Communication,1
STU01052,Computer Basics,1
STU01052,NumPy,1
STU01053,Analytical Thinking,1
STU01053,Communication,1
STU01053,MS Office,1
STU01053,UI Design,1
STU01054,Data Structures,3
STU01054,SQL,3
STU01054,Internet & Web,2
STU01054,Node.js,2
STU01054,Pandas,1
STU01055,Algorithms,3
STU01055,Data Visualization,2
STU01055,HTML,2
STU01055,Internet & Web,2
STU01055,MS Office,2
STU01056,OOP,4
STU01056,Cloud Basics,3
STU01056,Internet & Web,3
STU01056,MS Office,3
STU01056,Linux,2
STU01056,MongoDB,2
STU01057,Business Communication,5
STU01057,Communication,4
STU01057,MS Office,4
STU01057,Problem Solving,4
STU01057,Presentation Skills,3
STU01057,Testing Basics,3
STU01057,UI Design,3
STU01058,OOP,4
STU01058,Computer Basics,3
STU01058,Problem Solving,3
STU01058,REST APIs,3
STU01058,JavaScript,2
STU01058,Node.js,2
STU01058,React,2
STU01059,Git,2
STU01059,Internet & Web,2
STU01059,Problem Solving,2
STU01059,Programming Fundamentals,2
STU01059,Automation Basics,1
STU01059,Node.js,1
STU01059,SQL,1
STU01060,Computer Basics,1
STU01060,Problem Solving,1
STU01060,SQL,1
STU01060,UI Design,1
STU01061,Algorithms,4
STU01061,Analytical Thinking,3
STU01061,Git,3
STU01061,Python,3
STU01061,HTML,2
STU01061,Java,2
STU01061,React,2
STU01062,Programming Fundamentals,4
STU01062,Statistics,4
STU01062,Data Visualization,3
STU01062,Internet & Web,3
STU01062,CSS,2
STU01062,JavaScript,2
STU01062,NumPy,2
STU01063,Embedded Basics,3
STU01063,Computer Basics,2
STU01063,Docker,2
STU01063,Git,2
STU01064,Excel,2
STU01064,Computer Basics,1
STU01064,MS Office,1
STU01064,Testing Basics,1
STU01065,Excel,5
STU01065,Power BI,5
STU01065,Communication,4
STU01065,Computer Basics,4
STU01065,Business Analytics Basics,3
STU01065,Presentation Skills,3
STU01065,Testing Basics,3
STU01066,Computer Basics,5
STU01066,Git,5
STU01066,MS Office,5
STU01066,Problem Solving,5
STU01066,CSS,4
STU01066,JavaScript,4
STU01066,REST APIs,4
STU01067,Business Communication,1
STU01067,Git,1
STU01067,MS Office,1
STU01068,Programming Fundamentals,5
STU01068,Cloud Basics,3
STU01068,Git,3
STU01068,Problem Solving,3
STU01068,Java,2
STU01069,Communication,2
STU01069,Business Communication,1
STU01069,Excel,1
STU01069,HTML,1
STU01070,Communication,2
STU01070,Computer Basics,2
STU01070,Docker,2
STU01070,Internet & Web,2
STU01071,Statistics,3
STU01071,Business Communication,1
STU01071,Excel,1
STU01071,Problem Solving,1
STU01072,Excel,2
STU01072,Internet & Web,2
STU01072,MS Office,2
STU01072,Pandas,2
STU01072,REST APIs,1
STU01073,Electronics Basics,3
STU01073,Embedded Basics,3
STU01073,Problem Solving,3
STU01073,UI Design,2
STU01074,Communication,2
STU01074,Computer Basics,2
STU01074,Programming Fundamentals,2
STU01074,UI Design,2
STU01075,Internet & Web,1
STU01075,Power BI,1
STU01075,Problem Solving,1
STU01075,Programming Fundamentals,1
STU01076,Internet & Web,1
STU01076,MS Office,1
STU01076,Problem Solving,1
STU01076,UI Design,1
STU01077,Excel,2
STU01077,Internet & Web,2
STU01077,MS Office,2
STU01077,SQL,2
STU01078,Excel,5
STU01078,Computer Basics,4
STU01078,MS Office,4
STU01078,Problem Solving,4
STU01078,Business Analytics Basics,3
STU01078,Presentation Skills,3
STU01078,UI Design,3
STU01079,Programming Fundamentals,3
STU01079,Node.js,2
STU01079,Problem Solving,2
STU01079,Python,2
STU01079,Azure,1
STU01080,Git,2
STU01080,Internet & Web,2
STU01080,Testing Basics,2
STU01081,Communication,1
STU01081,Internet & Web,1
STU01081,Testing Basics,1
STU01081,UI Design,1
STU01082,Excel,3
STU01082,Communication,2
STU01082,Internet & Web,2
STU01082,SQL,2
STU01082,Presentation Skills,1
STU01082,Testing Basics,1
STU01083,OOP,4
STU01083,Computer Basics,3
STU01083,HTML,3
STU01083,MS Office,3
STU01083,CSS,2
STU01084,Mathematics,2
STU01084,Business Communication,1
STU01084,Computer Basics,1
STU01084,UI Design,1
STU01085,Algorithms,4
STU01085,Git,4
STU01085,Programming Fundamentals,4
STU01085,Excel,3
STU01085,JavaScript,2
STU01085,Machine Learning,2
STU01085,NumPy,2
STU01086,Communication,1
STU01086,Problem Solving,1
STU01086,Testing Basics,1
STU01087,Communication,1
STU01087,Internet & Web,1
STU01087,Testing Basics,1
STU01088,Analytical Thinking,5
STU01088,Data Structures,5
STU01088,JavaScript,5
STU01088,Problem Solving,5
STU01088,Statistics,5
STU01088,NumPy,4
STU01088,Pandas,4
STU01089,Internet & Web,1
STU01089,Problem Solving,1
STU01089,Python,1
STU01089,SQL,1
STU01090,Analytical Thinking,3
STU01090,Python,3
STU01090,MS Office,2
STU01090,OOP,2
STU01091,Power BI,2
STU01091,Communication,1
STU01091,Problem Solving,1
STU01091,UI Design,1
STU01092,Internet & Web,2
STU01092,Problem Solving,1
STU01092,Testing Basics,1
STU01093,Excel,3
STU01093,Power BI,3
STU01093,Computer Basics,2
STU01093,MS Office,2
STU01093,Testing Basics,1
STU01093,UI Design,1
STU01094,Computer Basics,1
STU01094,Excel,1
STU01094,HTML,1
STU01094,Power BI,1
STU01095,Excel,4
STU01095,Communication,2
STU01095,Internet & Web,2
STU01095,MS Office,2
STU01095,Presentation Skills,1
STU01095,Testing Basics,1
STU01096,Computer Basics,3
STU01096,Git,3
STU01096,JavaScript,3
STU01096,Python,3
STU01096,REST APIs,2
STU01097,Data Structures,3
STU01097,HTML,3
STU01097,OOP,3
STU01097,Git,2
STU01098,Financial Analysis,4
STU01098,Communication,3
STU01098,MS Office,3
STU01098,Problem Solving,3
STU01098,Power BI,2
STU01098,Testing Basics,2
STU01099,Embedded Basics,3
STU01099,Computer Basics,2
STU01099,Power BI,2
STU01099,SQL,2
STU01100,Networking,3
STU01100,Linux,2
